id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat
HO61AF9CDE82898ID,house,168000000,2,1,1,30,60,Perumahan Subisdi Murah Asri Berlokasi Strategis,https://www.lamudi.co.id/perumahan-subisdi-murah-asri-berlokasi-strategis.html,Bekasi,107.068074,-6.1548
HO6381AE5D63DF7ID,house,845000000,3,2,,120,94,RUMAH  STRATEGIS DI KOMPLEK PERUMAHAN JAKAMULYA JAKASETIA GALAXY,https://www.lamudi.co.id/rumah-strategis-di-komplek-perumahan-jakamulya-jak-16694431659.html,Bekasi,106.96639664174,-6.2630502959842
HO6340204F3A7ABID,house,726860000,2,1,1,60,102,Rumah 1 Lantai Baru & Cantik di Cluster Kiana Caringin Rawalumbu,https://www.lamudi.co.id/rumah-1-lantai-baru-cantik-di-cluster-kiana-caring-166514695943.html,Bekasi,107.0007987,-6.2778973
HO5B8675586CDFEID,house,1544575000,3,2,1,86,84,Citra Grand Cibubur CBD - Cluster Farser Park Tipe L7,https://www.lamudi.co.id/citra-grand-cibubur-cbd-cluster-farser-park-tipe-l7.html,Bekasi,106.9310543,-6.3830037
HO5F20EA8B1E719ID,house,500000000,2,1,1,38,72,Metland Cibitung Cluster Spring Terrace Tipe 38,https://www.lamudi.co.id/metland-cibitung-cluster-spring-terrace-tipe-38.html,Bekasi,107.1053845,-6.254441
HO5C57F25D22EC1ID,house,531000000,2,1,1,36,72,Tipe Boston (Timur) - Mutiara Columbus,https://www.lamudi.co.id/tipe-boston-timur-mutiara-columbus.html,Bekasi,107.0337011,-6.3205618
HO621584605ABF0ID,house,2116800000,3,2,2,97,128,Metland Tambun Bekasi Tipe Azalea,https://www.lamudi.co.id/metland-tambun-bekasi-tipe-azalea.html,Bekasi,107.0718606,-6.2654047
HO633580AFD2BADID,house,583590000,2,1,2,34,72,Darmawangsa Residence - Cluster Sriwijaya Tipe Sadewa,https://www.lamudi.co.id/darmawangsa-residence-cluster-sriwijaya-tipe-sadew-166445073597.html,Bekasi,107.0464555,-6.203989
HO5C5BFC061894AID,house,333200000,1,1,1,21,56,Tipe Aspen - Cifest,https://www.lamudi.co.id/tipe-aspen-cifest.html,Bekasi,107.1177577,-6.3430125
AP62CD13285BF7BID,apartment,325000000,1,1,,24,,"Apartemen Murah djual, berdiri diatas Mall Kamala Lagoon, Bekasi",https://www.lamudi.co.id/apartemen-murah-djual-berdiri-diatas-mall-kamala-lagoon-bekasi.html,Bekasi,106.9771827,-6.258244
HO60B48CD3B7C5CID,house,1232044475,3,2,2,65,66,Grand Wisata - O8 Tipe 65,https://www.lamudi.co.id/grand-wisata-o8-tipe-65.html,Bekasi,107.04462,-6.27888
HO6165570CA831DID,house,3336506000,4,3,3,185,180,Citra Grand Cibubur CBD - Cluster Lagoon Residence Tipe L10,https://www.lamudi.co.id/citra-grand-cibubur-cbd-cluster-lagoon-residence-tipe-l10.html,Bekasi,106.9341994,-6.3822777
HO62C2D4483C3C8ID,house,375000000,2,1,,42,72,"All in 3jt, Free DP dan Biaya2 Surat, sdh dpt Konsep Mazzanine",https://www.lamudi.co.id/all-in-3jt-free-dp-dan-biaya2-surat-sdh-dpt-konsep-mazzanine.html,Bekasi,107.04222,-6.33278
HO62AD6123ED1D5ID,house,900000000,4,2,,120,90,Rumah 2 Lantai di Pekayon,https://www.lamudi.co.id/rumah-2-lantai-di-pekayon-1.html,Bekasi,106.983745,-6.252505
HO629153A743607ID,house,1600000000,3,2,1,90,176,Dijual Rumah Jatisari Jatiasih Bekasi LT 176 SHM. PINGGIR JALAN,https://www.lamudi.co.id/dijual-rumah-jatisari-jatiasih-bekasi-lt-176-shm-pinggir-jalan-bebas-banjir.html,Bekasi,106.95874671555,-6.3087876708453
HO6269FB56CA6D3ID,house,1725000000,3,3,,100,126,Dijual rumah di Cluster Grand Galaxy Bekasi,https://www.lamudi.co.id/dijual-rumah-di-cluster-grand-galaxy-bekasi.html,Bekasi,107.027557,-6.220796
HO62E8B100B57C5ID,house,832833000,3,2,2,55,72,Panjibuwono City Cluster Casablanca Tipe Casa Familia,https://www.lamudi.co.id/panjibuwono-city-cluster-casablanca-tipe-casa-fami-165941683227.html,Bekasi,107.038517,-6.150525
HO6361EA19A5197ID,house,168000000,2,1,,34,60,The Springville Sukaraya cikarang,https://www.lamudi.co.id/the-springville-sukaraya-cikarang-166736130548.html,Bekasi,107.16841103082,-6.2217908292281
HO618BB81F19F04ID,house,499000000,2,1,1,36,60,Hacaca Village Tipe Acacia,https://www.lamudi.co.id/hacaca-village-tipe-acacia.html,Bekasi,106.9785765,-6.106693
HO6369D36AEEE1FID,house,275000000,2,1,1,36,60,Cluster murah di tarumajaya,https://www.lamudi.co.id/cluster-murah-di-tarumajaya-166787978667.html,Bekasi,106.99971675455,-6.1354004481862
HO618A536F879C2ID,house,168000000,2,1,1,30,90,"Rumah subsidi hook terdekat kawasan industri mm2100, egiip, hyundai, delta ",https://www.lamudi.co.id/rumah-subsidi-hook-terdekat-kawasan-industri-mm2100-egiip-hyundai-delta.html,Bekasi,107.11778,-6.35833
HO626A22BFA83FEID,house,403000000,2,1,1,36,72,Rumah dekat Stasiun Cibitungg,https://www.lamudi.co.id/rumah-dekat-stasiun-cibitungg.html,Bekasi,107.10361,-6.27222
HO635E21DE95692ID,house,395000000,2,1,1,42,70,Rumah Bekasi Tanpa DP / DP 0% Hanya 15 Menit Dari Harapan Indah,https://www.lamudi.co.id/rumah-bekasi-tanpa-dp-dp-0-hanya-15-menit-dari-har-166711343859.html,Bekasi,106.99110789004,-6.1647023902009
HO62BD232B7913AID,house,668063500,2,1,1,32,66,Grand Residence City - Bekasi Cluster Visala Tipe 32,https://www.lamudi.co.id/grand-residence-city-bekasi-cluster-visala-tipe-32.html,Bekasi,107.0360333,-6.3232378
HO62170F9615E24ID,house,521625000,2,1,1,30,60,Cluster Lisse Tipe 30 – Metland Cibitung,https://www.lamudi.co.id/cluster-lisse-tipe-30-metland-cibitung.html,Bekasi,107.1053923,-6.2546217
HO627B74DB2E83CID,house,3000000000,5,5,,300,245,"Rumah Mewah, Nyaman, Indah dan Murah daerah Bintara Bekasi barat",https://www.lamudi.co.id/rumah-mewah-nyaman-indah-dan-murah-daerah-bintara-bekasi-barat.html,Bekasi,106.9608,-6.2307
HO637B690192F89ID,house,780000000,2,2,1,50,60,Rumah Tanpa DP Cicilan 2jtan,https://www.lamudi.co.id/rumah-tanpa-dp-cicilan-2jtan-166903219397.html,Bekasi,107.14221,-6.3321
HO638063FB5899AID,house,350000000,2,1,,45,72,"Konsep Mazzanine , Cukup Booking 3juta, Free DP dsn Biaya Surat",https://www.lamudi.co.id/konsep-mazzanine-cukup-booking-3juta-free-dp-dsn-b-166935858783.html,Bekasi,107.18,-6.16528
CO638476A1199C3ID,commercial-1,25000000000,,,,2849,3290,BELI LAHAN gratis GEDUNG SEKOLAH SNI SIAP PAKAI di BEKASI,https://www.lamudi.co.id/beli-lahan-gratis-gedung-sekolah-sni-siap-pakai-di-166962550543.html,Bekasi,107.06482086111,-6.2438116772306
CO636DCB7F489F6ID,commercial-1,65000000000,,,,5000,1200,Dijual gudang jln tekno jababeka tahap 2 super mewah ,https://www.lamudi.co.id/dijual-gudang-jln-tekno-jababeka-tahap-2-super-mew-166813990394.html,Bekasi,107.15758,-6.27641
HO637FBBF1E6255ID,house,162000000,2,1,1,30,60,"oper kredit 25jt di shamandra,cuma 20 menitan dr stasiun cikarang",https://www.lamudi.co.id/oper-kredit-25jt-di-shamandra-cuma-20-menitan-dr-s-166931556941.html,Bekasi,107.2075388,-6.2148673
LA634693B5B83C1ID,land,1853800000,,,,,403,TANAH STRATEGIS Bentuk PERSEGI bebas banjir,https://www.lamudi.co.id/tanah-strategis-bentuk-persegi-166556971713.html,Bekasi,106.95436114976,-6.3139589976069
LA62BFF044B8147ID,land,4170000000,,,,,417,DIJUAL CEPAT TANAH & KONTRAKAN DI BEKASI TIMUR 10 MNT  DARI TOL BEKASI TIMUR,https://www.lamudi.co.id/dijual-cepat-tanah-kontrakan-di-bekasi-timur-10-mnt-dari-tol-bekasi-timur.html,Bekasi,107.0164558,-6.266005
HO62BFA99D9447AID,house,3600000000,3,3,2,250,275,JUAL RUMAH SIAP HUNI JAKAPERMAI,https://www.lamudi.co.id/jual-rumah-jaka-permai.html,Bekasi,106.974052,-6.232394
HO625E0643396CFID,house,1053180000,3,2,1,70,84,"Rumah Ternyaman 100% Bebas Banjir, Murah 5 Menit Tol Jatiwarna, Bekasi",https://www.lamudi.co.id/rumah-ternyaman-100-bebas-banjir-murah-5-menit-tol-jatiwarna-bekasi.html,Bekasi,106.960897,-6.284454
HO62C4F5606247EID,house,799000000,2,1,2,55,144,DIJUAL RUMAH HOOK CLUSTER GRAND MAHKOTA 1.,https://www.lamudi.co.id/dijual-rumah-hook-cluster-grand-mahkota-1.html,Bekasi,107.04304535695,-6.1665798606311
AP621602728231AID,apartment,1752000000,2,1,,73,,M Gold Tower Tipe 2 BR,https://www.lamudi.co.id/m-gold-tower-tipe-2-br.html,Bekasi,106.9838425,-6.2490493
HO63490EA9C0AE7ID,house,168000000,1,1,1,22,60,Griya Srimahi Indah Tipe 60,https://www.lamudi.co.id/griya-srimahi-indah-tipe-60-166573226532.html,Bekasi,107.0881328,-6.1705371
HO635F9014706B7ID,house,500000000,2,1,1,70,70,"DIJUAL RUMAH MURAH,LOKASI STRATEGIS SETU CIKARANG",https://www.lamudi.co.id/dijual-rumah-murah-lokasi-strategis-setu-cikarang-166720718893.html,Bekasi,107.05122,-6.32819
HO62B2DD12D599BID,house,2500000000,3,1,,200,216,Dijual Rumah di Kawasan Tenang  Bekasi Kemang Pratama 1,https://www.lamudi.co.id/dijual-rumah-di-kawasan-elite-bekasi-kemang-pratama-1.html,Bekasi,106.996321,-6.273562
HO63365CCAA7336ID,house,1641963736,3,2,2,88,66,Grand Wisata - Z Living Tipe Modern,https://www.lamudi.co.id/grand-wisata-z-living-tipe-modern-166450708273.html,Bekasi,107.0468414,-6.279143
HO6347D3DF15884ID,house,2600000000,6,5,2,250,245,"Rumah Kokoh Bata Merah Dekat Tol Jatiwarna Pondok Gede, Bekasi",https://www.lamudi.co.id/rumah-hook-bata-merah-semi-furnise-dekat-tol-jatiw-166565167938.html,Bekasi,106.93693,-6.26475
HO638463C92D13DID,house,355000000,2,1,1,36,60,Cluster murah dekat tol gabus tambun utara,https://www.lamudi.co.id/cluster-murah-dekat-tol-gabus-tambun-utara-166962068129.html,Bekasi,107.06764,-6.19036
LA6385D13688929ID,land,142836000000,,,,,11903,Dijual Cepat Tanah di Pinggir Jalan Raya Jatimekar Luas 11.903 m2,https://www.lamudi.co.id/dijual-cepat-tanah-di-pinggir-jalan-raya-jatimekar-166971423056.html,Bekasi,106.95527721161,-6.2901733927993
HO6386D2B1E30FAID,house,550000000,2,1,,50,60,HUNIAN BAGUS NAN RAPI DI HARAPAN INDHA BEKASI (J1133),https://www.lamudi.co.id/hunian-bagus-nan-rapi-di-harapan-indha-bekasi-j113-166978014536.html,Bekasi,106.985423,-6.184441
HO6386CE98B7A4FID,house,1640000000,3,2,,88,66,Rumah 3 Lantai View Danau di Grand Wisata Bekasi,https://www.lamudi.co.id/rumah-3-lantai-view-danau-di-grand-wisata-bekasi-166977909673.html,Bekasi,107.05739574959,-6.290703352991
HO638569879EE1CID,house,750000000,4,1,,86,91,Rumah cluster second akses toll Jatibening dan Jatiwarna,https://www.lamudi.co.id/rumah-cluster-second-akses-toll-jatibening-dan-jat-166968768747.html,Bekasi,106.9294595,-6.30538
HO637FA07BEBDD8ID,house,457000000,3,1,1,39,60,Dijual Rumah Bekasi,https://www.lamudi.co.id/dijual-rumah-bekasi-166930853946.html,Bekasi,107.02464,-6.1438
HO634E0BE6E9F06ID,house,790000000,3,2,1,86,72,S22.Cluster Baru 2 Lantai strategis free Biayadi Jatisari Jatiasi,https://www.lamudi.co.id/s22-cluster-baru-2-lantai-strategis-free-biayadi-j-166605923855.html,Bekasi,106.952854,-6.322884
LA635F3B1986E49ID,land,300000000000,,,,,30000,Dijual Tanah Luas Bonus Bangunan Ex Pool Taxi (Komersil dan Industri),https://www.lamudi.co.id/dijual-tanah-luas-bonus-bangunan-ex-pool-taxi-kome-166718543349.html,Bekasi,106.97853,-6.30059
LA63171F7F6739DID,land,27640250000,,,,,10051,Jual Tanah Industri Ls. 1 Hektar di Kawasan Industri Jababeka 8,https://www.lamudi.co.id/jual-tanah-industri-ls-1-hektar-di-kawasan-industr-166245977563.html,Bekasi,107.16146132071,-6.265076881335
HO633695A4C2843ID,house,1690000000,4,3,,200,160,RUMAH HOEK DUREN JAYA DIBAWAH HARGA PASARAN,https://www.lamudi.co.id/rumah-hoek-duren-jaya-16645216367.html,Bekasi,107.035344,-6.227994
CO63171911AE132ID,commercial-1,120000000000,,,,18000,30000,"Jual Pabrik Kawasan Industri Cibitung Lt. 3 hektar Lb. 1,8 Hektar",https://www.lamudi.co.id/jual-pabrik-kawasan-industri-cibitung-lt-3-hektar-166245812996.html,Bekasi,107.08888826863,-6.3043236632589
CO5CA73B1A9F5F6ID,commercial-1,1300000000,,,1,155,80,Ruko Di Kranji Bekasi,https://www.lamudi.co.id/ruko-di-kranji-bekasi.html,Bekasi,106.980197,-6.220582
HO631811A0211B5ID,house,880000000,3,2,1,90,80,Rumah second terawat dlm perumahan Dekat tol jati asih Bekasi,https://www.lamudi.co.id/rumah-second-terawat-dlm-perumahan-dekat-tol-jati-16625217609.html,Bekasi,106.995386,-6.142946
HO60A4B622BCCD3ID,house,775000000,2,1,1,75,94,Dijual Rumah hoek siap huni dengan luas 94m2 posisi strategis di Jatiasih Bekasi,https://www.lamudi.co.id/dijual-rumah-hoek-siap-huni-dengan-luas-94m2-posisi-strategis-di-jatiasih-bekasi-1.html,Bekasi,106.9469,-6.277
HO637647CE7DF0AID,house,1300000000,3,3,2,100,83,"SUPER STRATEGIS   RUMAH 2 LANTAI SIAP HUNI, DEKAT EXIT TOL JATIWARNA",https://www.lamudi.co.id/super-strategis-rumah-2-lantai-siap-huni-dekat-exi-16686960148.html,Bekasi,106.9394,-6.29349
HO62BE7170BBF3DID,house,1200000000,3,2,2,42,90,Paling Murah Kemang Hills Residence Bekasi,https://www.lamudi.co.id/paling-murah-kemang-hills-residence-bekasi.html,Bekasi,106.92833,-6.28028
HO637848FF7E0F1ID,house,168000000,1,1,1,22,60,Perum Kirana Cibitung Stock Terakhir,https://www.lamudi.co.id/perum-kirana-cibitung-stock-terakhir-166882739135.html,Bekasi,107.10743,-6.24431
HO63484B7529EAEID,house,700000000,3,2,1,62,72,Rumah Bekasi 1 Juta ALL IN DP 0 - Perdana Unit Tipe Regal,https://www.lamudi.co.id/rumah-bekasi-1-juta-all-in-dp-0-perdana-unit-tipe-166568229375.html,Bekasi,107.03955924866,-6.3220312123912
HO6227483FB4E58ID,house,388970000,2,1,,0,60,Hunian minimalis di kota Bekasi  Senopati Estate All in 3jt,https://www.lamudi.co.id/hunian-minimalis-di-kota-bekasi-senopati-estate-all-in-3jt.html,Bekasi,106.986939,-6.313965
CO616041F96E5A9ID,commercial-1,1495760000,,,2,71,50,Dijual Ruko baru free ppn dalam perumahan dengan 6000 kk di Citragran Cibubur,https://www.lamudi.co.id/dijual-ruko-baru-free-ppn-dalam-perumahan-dengan-6000-kk-di-citragran-cibubur.html,Bekasi,106.92857538171,-6.3834221174015
HO620DEB123F73CID,house,375000000,2,1,1,38,60,RUMAH MINIMALIS DENGAN HARGA EKONOMIS,https://www.lamudi.co.id/rumah-minimalis-dengan-harga-ekonomis-2.html,Bekasi,107.035642,-6.225596
HO624A8C7E450F3ID,house,920000000,3,2,2,65,95,"Rumah 2 Lantai  Full Furnished Murah, Fasilitas Lengkap Diskon Dp 20juta",https://www.lamudi.co.id/rumah-2-lantai-full-furnished-murah-fasilitas-lengkap.html,Bekasi,107.033752,-6.238023
HO624589BAD28EAID,house,435000000,2,1,,0,36,Rumah minimalis di bekasi kota,https://www.lamudi.co.id/rumah-minimalis-di-bekasi-kota-4.html,Bekasi,106.98944,-6.32889
HO61E8D619D5E83ID,house,380000000,2,1,,36,72,Jual Rumah Tipe New Safir Cicilan hanya 2 jutaan per bulan,https://www.lamudi.co.id/jual-rumah-tipe-new-safir-cicilan-hanya-2-jutaan-per-bulan.html,Bekasi,107.032426,-6.128962
HO63140E66A5C34ID,house,1169000000,3,2,2,80,112,"Rumah 2 Lantai Harga Super Murah,5 Menit Ke Pintu Tol Jatiwarna ",https://www.lamudi.co.id/viral-rumah-murah-tanah-luas-dekat-tol-jorr-jatiwa-166225879081.html,Bekasi,106.93814709469,-6.3028565103404
HO6317668A21ADCID,house,1200000000,4,3,,68,90,Rumah dekat stasiun bekasi,https://www.lamudi.co.id/rumah-dekat-stasiun-bekasi-16624779628.html,Bekasi,107.033143,-6.196068
HO6003E56E91FE4ID,house,400000000,2,1,1,32,55,rumah cikarang jababeka naraya park deltamas cikarang harga 400,https://www.lamudi.co.id/rumah-cikarang-jababeka-naraya-park-deltamas-cikarang-harga-400.html,Bekasi,107.13606,-6.28908
HO6149E832E7D84ID,house,335000000,2,1,1,36,60,Rumah Bonus Fantastis Lokasi Strategis Dekat Harapan Indah Bekasi,https://www.lamudi.co.id/rumah-bonus-fantastis-lokasi-strategis-dekat-harapan-indah-bekasi.html,Bekasi,107.02757,-6.14312
CO63170D9A116E9ID,commercial-1,12000000000,,,,1350,1650,Di Jual Gudang/ Pabrik Multi Guna Delta Silikon5 Lippo Cikarang,https://www.lamudi.co.id/di-jual-gudang-pabrik-multi-guna-delta-silikon5-li-166245519481.html,Bekasi,107.15537295543,-6.3652320987951
HO61FA2DDA2B352ID,house,590000000,2,1,1,45,60,"DP 25 Jt, Free Biaya2 Rumah Smart Home di Cluster Jatiluhur, Jatiasih.",https://www.lamudi.co.id/dp-25-jt-free-biaya2-rumah-smart-home-di-cluster-jatiluhur-jatiasih.html,Bekasi,106.94820658385,-6.3183414828325
CO63171118CDA79ID,commercial-1,9450000000,,,,1119,1300,Jual Pabrik Gudang Delta Silicon 6 dekat Maikarta dan Pintu Toll,https://www.lamudi.co.id/jual-pabrik-gudang-delta-silicon-6-dekat-maikarta-16624560888.html,Bekasi,107.18002016417,-6.3528059117685
HO6233F279E4C94ID,house,370000000,2,1,,40,60,Leticia residence,https://www.lamudi.co.id/leticia-residence-1.html,Bekasi,106.991568,-6.144942
HO6282E6A6BC584ID,house,590000000,2,1,,40,60,RUMAH MINIMALIS 500 JUTAAN BEKASI SUPER STRATEGIS DEKAT TOL JATIASIH,https://www.lamudi.co.id/rumah-minimalis-500-jutaan-bekasi-super-strategis-dekat-tol-jatiasih.html,Bekasi,106.911314,-6.263667
HO60768BB61601DID,house,280000000,2,1,1,36,66,CLUSTER BEKASI Full Bata Merah terdepan dan siap huni,https://www.lamudi.co.id/cluster-bekasi-full-bata-merah-terdepan-dan-siap-huni.html,Bekasi,107.02679847758,-6.2177533899261
HO63418E8D55CABID,house,730000000,3,2,1,73,90,"RUMAH BARU, MURAH DI VILLA INDAH PERMAI-KOTA BEKASI",https://www.lamudi.co.id/rumah-baru-murah-di-villa-indah-permai-kota-bekasi-166524071798.html,Bekasi,107.02262,-6.20597
HO636DD279A8BF3ID,house,200000000,2,1,,80,90,Di Jual Cepat Rumah Siap Huni ,https://www.lamudi.co.id/di-jual-cepat-rumah-siap-huni-166814168989.html,Bekasi,107.00194,-6.185
HO633ED7B384D84ID,house,1395000000,3,3,1,110,85,"RUMAH, BARU, MURAH, DIPERUMAHAN PRIMA HARAPAN REGENCY",https://www.lamudi.co.id/rumah-baru-murah-diperumahan-prima-harapan-regency-16650628350.html,Bekasi,107.01349,-6.21805
HO6375BB9DB99B4ID,house,10000000000,7,6,,600,1331,"Dijual Rumah Huk Kemang Pratama Regency, Bekasi  ",https://www.lamudi.co.id/dijual-rumah-huk-kemang-pratama-regency-bekasi-16686601256.html,Bekasi,106.9799,-6.27999
HO623173233AE4EID,house,1750000000,3,3,2,236,120,Property Metland Transyogi Cibubur,https://www.lamudi.co.id/property-metland-transyogi-cibubur.html,Bekasi,106.97673903251,-6.3987098844456
HO5F6EA3F86C077ID,house,375000000,2,1,,36,72,alma residence tiga cluster taman sari setu bekasi,https://www.lamudi.co.id/alma-residence-tiga-cluster-taman-sari-setu-bekasi.html,Bekasi,107.03592217323,-6.3565800899293
HO6216ACA0690C7ID,house,400000000,2,1,1,31,54,"Rumah Cluster di Cibubur, terMurah, terStrategis, bisa KPR bank",https://www.lamudi.co.id/rumah-cluster-di-cibubur-termurah-terstrategis-bisa-kpr-bank.html,Bekasi,106.9151021,-6.3765774
HO626101B0A4C25ID,house,355000000,2,1,,45,0,RUMAH KEKINIAN PROMO TANPA DP,https://www.lamudi.co.id/rumah-kekinian-promo-tanpa-dp.html,Bekasi,106.993268,-6.171183
LA623B0CB5931FCID,land,64260000000,,,,,7560,Langka  Tanah Huk Tepi Jalan Juanda Kota Bekasi Lebar Muka 80 meter,https://www.lamudi.co.id/langka-tanah-huk-tepi-jalan-juanda-kota-bekasi-lebar-muka-80-meter.html,Bekasi,107.02201900689,-6.2488553859394
HO5F5752EE07091ID,house,546000000,2,1,1,40,72,Rumah hadap taman di Golden Cibitung DP hanya 10juta langsung akad,https://www.lamudi.co.id/rumah-hadap-taman-di-golden-cibitung-dp-hanya-10juta-langsung-akad.html,Bekasi,107.11502,-6.24768
HO5DDA0509A16FBID,house,1300000000,3,2,2,150,178,"Rumah Hoek Luas 10x17,8 Type 3KT UF di Boulevard Hijau HI Harapan Indah Bekasi",https://www.lamudi.co.id/rumah-hoek-luas-10x17-8-type-3kt-uf-di-boulevard-hijau-hi-harapan-indah-bekasi.html,Bekasi,106.98007,-6.18655
LA63136CC800B3FID,land,59000000,,,,,100.069,DIJUAL TANAH KEBUN MURAH DI BOGOR ALAS SURAT SHM,https://www.lamudi.co.id/dijual-tanah-kebun-murah-di-bogor-alas-surat-shm-166221741654.html,Bekasi,106.9688115,-6.2511028
HO62420F62AFB4BID,house,975000000,2,1,,70,90,Rumah Ready Siap Huni @ CITRA GRAN CIBUBUR,https://www.lamudi.co.id/rumah-ready-siap-huni-citra-gran-cibubur.html,Bekasi,106.92437447567,-6.3840576550903
LA625CE0F56349BID,land,70000000,,,,,60,Tanah kavling murah dekat ke jakarta,https://www.lamudi.co.id/tanah-kavling-murah-dekat-ke-jakarta.html,Bekasi,106.997847,-6.122353
LA5CC9459069B8FID,land,42500000000,,,,,17000,Di Jual Tanah diKota Cikarang sangat Strategis dan Hoki berada diKawasan Bisnis,https://www.lamudi.co.id/di-jual-tanah-dikota-cikarang-sangat-strategis-dan-hoki-berada-dikawasan-bisnis.html,Bekasi,107.14925,-6.27182
HO62AD4FDAA5DD5ID,house,697000000,3,2,,70,77,Townhouse di Rawalumbu Bebas Banjir 10 Menit ke LRT,https://www.lamudi.co.id/townhouse-di-rawalumbu-bebas-banjir-10-menit-ke-lrt.html,Bekasi,107.01222,-6.265
HO607687A7F1C76ID,house,295000000,2,1,1,36,66,"Rumah Britania Bekasi Siap HUNI Cicilan 2,1 Jutaan FULL BATA MERAH ",https://www.lamudi.co.id/rumah-britania-bekasi-siap-huni-cicilan-2-1-jutaan-full-bata-merah.html,Bekasi,107.02417201364,-6.2050582412808
HO5D8FDFCD3CD4EID,house,168000000,2,1,,30,60,PERUMAHAN SUBSIDI GRAND VISTA CIKARANG DP 2.5 JUTA,https://www.lamudi.co.id/perumahan-subsidi-grand-vista-cikarang-dp-1-5-juta.html,Bekasi,107.06350986436,-6.4142434704259
HO6149990336637ID,house,395000000,2,1,1,45,70,Jual Hunian Rumah Model terkini di Harapan Indah Bekasi,https://www.lamudi.co.id/jual-hunian-rumah-model-terkini-di-harapan-indah-bekasi.html,Bekasi,106.997006,-6.194032
LA61FB9D7ABD6B3ID,land,335000000,,,,,77,DIJUAL TANAH KAVLING JATIBENING PONDOK GEDE KOTA BEKASI JALAN MOBIL,https://www.lamudi.co.id/dijual-tanah-kavling-jatibening-pondok-gede-kota-bekasi-jalan-mobil.html,Bekasi,106.9413075691,-6.2638225076792
HO61BEB3C1CDD54ID,house,947979000,3,2,,66,98,"Rumah Bekasi 2 Lantai Hanya 5 juta Tanpa Dp, Free Biaya dan Canopy",https://www.lamudi.co.id/cukup-2-5juta-saja-untuk-rumah-impian-165915279011.html,Bekasi,107.02968602936,-6.1489359772965
LA631372F1F3543ID,land,59000000,,,,,100.072,DIJUAL TANAH KEBUN MURAH DI BOGOR ALAS SURAT SHM,https://www.lamudi.co.id/dijual-tanah-kebun-murah-di-bogor-alas-surat-shm-166221899319.html,Bekasi,106.9747,-6.2227
HO6267881AAB6F7ID,house,215000000,2,1,,36,72,Rumah Hunian Islami Griya Mustanir Residence,https://www.lamudi.co.id/rumah-hunian-islami-griya-mustanir-residence.html,Bekasi,107.20634030204,-6.2683103274863
HO624296F9570FCID,house,720000000,3,2,1,58,60,Rosmery Grand Residence,https://www.lamudi.co.id/rosmery-grand-residence.html,Bekasi,107.03693,-6.31079
HO5FCF03F59CAF3ID,house,778000000,2,1,1,46,90,RUMAH MODERN MEWAH  NUANSA ASRI DI BEKASI READY STOCK ,https://www.lamudi.co.id/rumah-modern-mewah-nuansa-asri-di-bekasi-ready-stock.html,Bekasi,106.96315,-6.3168
HO62BA3A751158CID,house,168000000,2,1,,30,60,Grand Cikarang City 2,https://www.lamudi.co.id/grand-cikarang-city-2-6.html,Bekasi,107.05806,-6.31917
HO633E3CA783A13ID,house,780000000,3,1,1,68,94,"Rumah Dijual Ready Stock di Jatiasih Bekasi, Tanpa Dp",https://www.lamudi.co.id/rumah-dijual-ready-stock-di-jatiasih-bekasi-tanpa-166502314327.html,Bekasi,106.95716,-6.30131
LA636F55B020183ID,land,59000000,,,,,100,"BELI TANAH KAVLING  HARMONI NATURE PARK VIEW ASRI PEGUNUNGAN, NUANSA PEDESAAN",https://www.lamudi.co.id/beli-tanah-kavling-harmoni-nature-park-view-asri-p-16682408160.html,Bekasi,107.10227,-6.62112
AP6299A0A68E842ID,apartment,250000000,1,1,,28,,jual rugi apartement,https://www.lamudi.co.id/jual-rugi-apartement.html,Bekasi,107.023515,-6.201983
HO6139A5718CC73ID,house,389000000,2,1,1,36,72,Rumah di Bekasi Cuma Booking 5 Juta Free Biaya Biaya,https://www.lamudi.co.id/rumah-di-bekasi-cuma-booking-5-juta-free-biaya-biaya.html,Bekasi,107.04435379336,-6.2144023221493
HO61EE5A40C686EID,house,168000000,2,1,,27,60,"Rumah Tipe Amethyst - Cluster Rumah Design Milimalis, Cicilan Ringan",https://www.lamudi.co.id/rumah-tipe-amethyst-cluster-rumah-design-milimalis-cicilan-ringan-1.html,Bekasi,107.032304,-6.128956
HO611FA8EE20380ID,house,345000000,2,1,1,36,60,Rumah Minimalis Harga Ekonimis Biaya Surat Gratis Dekat Stasiun Tambun Bekasi,https://www.lamudi.co.id/rumah-minimalis-harga-ekonimis-biaya-surat-gratis-dekat-stasiun-tambun-bekasi.html,Bekasi,107.07390363902,-6.2245443869094
HO61B30662D3D09ID,house,560000000,2,1,,46,70,RUMAH READY STOK PONDOK MELATI JATIMURNI BISA KREDIT SYARIAH,https://www.lamudi.co.id/rumah-ready-stok-pondok-melati-jatimurni-bisa-kredit-syariah.html,Bekasi,106.985516,-6.20657
HO5D8FE6A175182ID,house,168000000,2,1,,29,60,PERUMAHAN SUBSIDI GRIYA MULYA INDAH MODEL BANGUNAN MODERN,https://www.lamudi.co.id/perumahan-subsidi-ada-hadiah-langsung-pilih-saja-toren-air-mesin-cuci-1.html,Bekasi,107.07984629841,-6.4125518116429
