,id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,daerah,lon,lat,total_luas,harga_fix,label
20,LA624670D9777BFID,land,137700000,0.0,0.0,0.0,0.0,81.0, SEGERA BELI  TANAH KAVLING ISTIMEWA HARGA MURAH DI JATIHANDAP BANDUNG TIMUR,https://www.lamudi.co.id/segera-beli-tanah-kavling-istimewa-harga-murah-di-bandung-timur-3.html,Bandung,107.654808,-6.905499,81.0,1700000.0,2
21,AP634566C97FE70ID,apartment,580000000,2.0,1.0,1.0,49.0,0.0,Dijual Apartement 2 Bedroom Gateway Pasteur Bandung,https://www.lamudi.co.id/dijual-apartemen-2-bedroom-gateway-pasteur-bandung-166549268141.html,Bandung,107.56311,-6.89121,49.0,11836734.693877552,0
22,LA6337F16B204D1ID,land,376200000,0.0,0.0,0.0,0.0,900.0,Tanah Murah Di Lembang,https://www.lamudi.co.id/tanah-murah-di-lembang-166461066711.html,Bandung,107.40167,-6.80278,900.0,418000.0,2
23,HO6160F7E11C848ID,house,481000000,2.0,1.0,1.0,38.0,81.0,"Exclusive SEKALI,RUMAH MURAH TANPA DP CICILAN 3 JUTAAN DI CIJAMBE UJUNGBERUNG ",https://www.lamudi.co.id/exclusive-sekali-rumah-murah-tanpa-dp-cicilan-3-jutaan-di-cijambe-ujungberung.html,Bandung,107.705,-6.91,119.0,4042016.806722689,2
24,HO629F6991B1E2AID,house,550000000,2.0,1.0,1.0,36.0,64.0,Cluster ter MURAAH Arcamanik kota bandung dekat Polsek Arcamanik,https://www.lamudi.co.id/cluster-ter-muraah-arcamanik-kota-bandung-strategis-dekat-polsek-arcamanik.html,Bandung,107.693391,-6.929506,100.0,5500000.0,2
25,HO624AC00A11918ID,house,650000000,3.0,2.0,32.0,70.0,74.0,rumah murah tengah kota bandung cluster ciwastra urban living grand sumarecon,https://www.lamudi.co.id/rumah-murah-tengah-kota-bandung-cluster-ciwastra-urban-living-grand-sumarecon.html,Bandung,107.6654783,-6.9608602,144.0,4513888.888888889,2
26,HO628D9F17BD06EID,house,155025000,2.0,1.0,0.0,30.0,60.0,"Dp 0%, cicilan 900.000 an. arjasari banjaran",https://www.lamudi.co.id/dp-0-cicilan-900-000-an-arjasari-banjaran.html,Bandung,107.64611,-7.055,90.0,1722500.0,2
27,CO62CD8C3013BD3ID,commercial-1,1300000000,0.0,0.0,0.0,120.0,100.0,Ruko gandeng 3 cocok untuk usaha dkt perumahan,https://www.lamudi.co.id/ruko-gandeng-3-cocok-untuk-usaha-dkt-perumahan.html,Bandung,107.71306,-6.92806,220.0,5909090.909090909,2
28,HO62997950426BAID,house,170000000,2.0,1.0,1.0,40.0,60.0,perumahan di lokasi strategis harga terjangkau fullspek & free desain,https://www.lamudi.co.id/perumahan-di-lokasi-strategis-harga-terjangkau-fullspek-free-desain.html,Bandung,107.59920969056,-7.0047264221139,100.0,1700000.0,2
29,CO62874386B4220ID,commercial-1,39000000000,0.0,0.0,0.0,1600.0,1000.0,"Hotel dijual, area buahbatu bandung harga 39 M nego langsung ke owner",https://www.lamudi.co.id/hotel-dijual-di-buahbatu-bandung-harga-39-m-nego-langsung-ke-owner.html,Bandung,107.62444,-6.81167,2600.0,15000000.0,0
30,HO62F5AB84185BAID,house,2250000000,3.0,2.0,3.0,127.0,132.0,Promo diskon 250 jt rumah dago cigadung ,https://www.lamudi.co.id/promo-diskon-250-jt-rumah-dago-cigadung-166026739636.html,Bandung,107.618573,-6.863551,259.0,8687258.687258687,2
31,CO6285CCA94C65EID,commercial-1,5999999999,0.0,0.0,0.0,577.0,298.0,"Gedung bimbel aktif, butuh segera sampai deal area sayap suci dkt makam pahlawan",https://www.lamudi.co.id/gedung-bimbel-aktif-butuh-segera-sampai-deal-area-sayap-suci-dkt-makam-pahlawan.html,Bandung,107.636448,-6.900264,875.0,6857142.856,2
32,HO623E877E3323BID,house,365000000,2.0,1.0,44.0,36.0,84.0,padasuka rumah murah jatihandap asri ahmad land cicaheum dkt arcamanik antapani,https://www.lamudi.co.id/padasuka-rumah-murah-jatihandap-asri-ahmad-land-cicaheum-dkt-arcamanik-antapani.html,Bandung,108.216744,-7.561604,120.0,3041666.6666666665,2
33,HO61E6EF547B529ID,house,292000000,2.0,1.0,1.0,30.0,60.0,Rumah Sehat Strategis Cicilan Ringan Kopo Katapang Bandung,https://www.lamudi.co.id/jual-rumah-sehat-strategis-dekat-kopo-katapang-bandung.html,Bandung,107.5711827832,-7.0050481468739,90.0,3244444.4444444445,2
34,HO6368A75D61630ID,house,659780000,2.0,2.0,1.0,47.0,62.0,"Rumah Selangkah Puspa Iptek Sundial, IKEA, Water Theme Park, KBP",https://www.lamudi.co.id/rumah-promo-dp-ringan-di-soreang-dekat-tol-soroja-166780297342.html,Bandung,107.467209,-6.844347,109.0,6053027.52293578,2
35,HO60651A9993F11ID,house,627700000,2.0,2.0,30.0,52.0,60.0,residence 2 lantai di kantor pemasaran villa tropis dago 2 bandung ahmad land,https://www.lamudi.co.id/residence-2-lantai-di-kantor-pemasaran-villa-tropis-dago-2-bandung-ahmad-land.html,Bandung,107.623445,-6.876258,112.0,5604464.285714285,2
36,HO5DD3B8898CFE9ID,house,551720000,2.0,1.0,1.0,36.0,60.0,Rumah Baru Downslope di Bandung padalarang jayamekar kota baru parahyangan,https://www.lamudi.co.id/rumah-baru-downslope-di-bandung-padalarang-jayamek-165881614493.html,Bandung,107.46597275298,-6.8471061533969,96.0,5747083.333333333,2
37,HO625588703093CID,house,385000000,2.0,1.0,23.0,40.0,63.0,rumah mewah ready stock indent villa bukit cileunyi bkkbn cimekar bandung,https://www.lamudi.co.id/rumah-mewah-ready-stock-indent-villa-bukit-cileunyi-bkkbn-cimekar-bandung.html,Bandung,107.75278,-6.93889,103.0,3737864.0776699027,2
38,LA624FE1DC1B3D0ID,land,129000000,0.0,0.0,0.0,0.0,76.0,Kavling siap bangun Paku Haji Cilame Akses  H Gofur Bandung Barat,https://www.lamudi.co.id/kavling-siap-bangun-paku-haji-desa-cilame-akses-dari-h-gofur-bandung-barat-1.html,Bandung,107.52445899146,-6.8583860452733,76.0,1697368.4210526317,2
39,HO6253ECF11095DID,house,650000000,2.0,1.0,0.0,50.0,73.0,Rumah Baru di Gedebage Kota Bandung dekat Pintu Tol ,https://www.lamudi.co.id/rumah-baru-di-gedebage-kota-bandung-dekat-pintu-to-165983249978.html,Bandung,107.687404,-6.948904,123.0,5284552.845528455,2
40,HO623887A0EED62ID,house,4500000000,7.0,4.0,0.0,233.0,0.0,RUMAH MEWAH HARGA RAMAH di DAGO BANDUNG,https://www.lamudi.co.id/rumah-mewah-harga-ramah-di-dago-bandung.html,Bandung,107.6212817,-6.9548746,233.0,19313304.72103004,0
41,HO629EE045CE8B3ID,house,175000000,2.0,1.0,1.0,36.0,50.0,kavling di lokasi strategis di kab bandung harga terjangkau fullspek,https://www.lamudi.co.id/kavling-di-lokasi-strategis-di-kab-bandung-harga-terjangkau-fullspek-1.html,Bandung,107.5980219286,-7.0094256218093,86.0,2034883.7209302327,2
42,HO5DD26A89AC886ID,house,494240900,2.0,1.0,1.0,34.0,57.0,Rumah Baru Di Kabupaten Kota Bandung Cimahi Pasteur Lembang Kolonel Masturi,https://www.lamudi.co.id/rumah-baru-di-kabupaten-kota-bandung-cimahi-pasteu-165950096750.html,Bandung,107.55617381065,-6.8219116502393,91.0,5431218.681318682,2
43,HO6202679E7F284ID,house,1450000000,3.0,3.0,2.0,120.0,102.0,Rumah Baru di Margahayu Raya,https://www.lamudi.co.id/rimah-baru-di-margahayu-raya.html,Bandung,107.341733,-6.284746,222.0,6531531.531531531,2
44,HO635B820C3C012ID,house,650000000,2.0,1.0,1.0,45.0,72.0,Rumah Jatihandap Cicaheum Masih Gres Siap Huni,https://www.lamudi.co.id/rumah-jatihandap-cicaheum-masih-gres-siap-huni-166694145243.html,Bandung,107.66679,-6.88966,117.0,5555555.555555556,2
45,HO5D97050EE6E56ID,house,445794000,2.0,1.0,1.0,36.0,72.0,Jual rumah baru daerah Bandung Padalarang dekat ikea kota baru parahyangan,https://www.lamudi.co.id/jual-rumah-baru-daerah-bandung-padalarang-dekat-ik-165881078521.html,Bandung,107.46300629716,-6.8475504104813,108.0,4127722.222222222,2
46,CO6364AB7D8933FID,commercial-1,23000000000,0.0,0.0,0.0,2160.0,788.0,DIJUAL CEPAT  RUANG USAHA STRATEGIS di SAYAP SOEKARNO HATTA BANDUNG,https://www.lamudi.co.id/dijual-cepat-ruang-usaha-strategis-di-sayap-soekar-166754188591.html,Bandung,107.63450522899,-6.9477025458151,2948.0,7801899.592944369,1
47,HO636663FB5214AID,house,1500000000,3.0,2.0,0.0,100.0,128.0,Rumah MURAH Kmp Bentang Asri Syp Martanegara Turangga Buah Batu [L362],https://www.lamudi.co.id/rumah-murah-kmp-bentang-asri-syp-martanegara-turan-166765465148.html,Bandung,107.635324,-6.937933,228.0,6578947.368421053,2
48,HO6372DE0660BB3ID,house,250000000,2.0,1.0,1.0,40.0,60.0,Rumah KPR murah Tanpa DP Di Jl. Rancamanyar Baleendah Bandung,https://www.lamudi.co.id/rumah-kpr-murah-tanpa-dp-di-jl-rancamanyar-baleend-166847232690.html,Bandung,107.59887,-6.98403,100.0,2500000.0,2
49,HO636661703136EID,house,850000000,2.0,2.0,0.0,87.0,70.0,Rumah BARU Cluster Eklusive Panyileukan dkt POLDA Jabar Soetta [T594],https://www.lamudi.co.id/rumah-baru-cluster-eklusive-panyileukan-dkt-polda-166765400040.html,Bandung,107.7073688,-6.932218,157.0,5414012.738853503,2
50,KO636EA7B4B09ACID,kos,1650000000,9.0,9.0,0.0,240.0,120.0,Rumah Kost Buah Batu Dalam Komplek Cluster,https://www.lamudi.co.id/rumah-kost-buah-batu-dalam-komplek-cluster-166819627650.html,Bandung,107.6385,-6.9721,360.0,4583333.333333333,2
51,HO5FFFC5DA32FF9ID,house,532000000,2.0,1.0,30.0,52.0,60.0,Villa di bandung murah bojongkoneng residence kantor pemasaran villa tropis dago,https://www.lamudi.co.id/villa-di-bandung-murah-bojongkoneng-residence-kantor-pemasaran-villa-tropis-dago.html,Bandung,107.64675,-6.90003,112.0,4750000.0,2
52,HO635A94EF65313ID,house,337000000,2.0,1.0,1.0,36.0,60.0,Rumah Premium Murah SHM Strategis Area Bojongsoang,https://www.lamudi.co.id/rumah-premium-murah-shm-strategis-area-bojongsoang-16668807519.html,Bandung,107.63361,-6.98056,96.0,3510416.6666666665,2
53,HO5D79FFBE94B49ID,house,571968900,2.0,1.0,1.0,36.0,106.0,Rumah Baru di Bandung Soreang Panyirapan Sukanagara Cempaka Ciwidey Kopo,https://www.lamudi.co.id/rumah-baru-di-bandung-soreang-panyirapan-sukanagar-165889370447.html,Bandung,107.51399454521,-7.0542478091301,142.0,4027950.0,2
54,HO62DE440C9B9A8ID,house,350000000,2.0,1.0,1.0,50.0,60.0,RUMAH GRAHA BUKIT RAYA BANDUNG BARAT,https://www.lamudi.co.id/rumah-graha-bukit-raya-bandung-barat-165891235055.html,Bandung,107.51699,-6.834854,110.0,3181818.1818181816,2
55,HO62E9FACA03906ID,house,725566000,3.0,2.0,1.0,52.0,52.0,Jual Rumah Baru dekat pusat kota bandung pasteur jatihandap mandalajati cicaheum,https://www.lamudi.co.id/jual-rumah-baru-dekat-pusat-kota-bandung-pasteur-j-165950125870.html,Bandung,107.66470812415,-6.887584918277,104.0,6976596.153846154,2
56,HO62BAAB5030096ID,house,12800000000,8.0,5.0,3.0,450.0,732.0,Rumah Belanda clasik murah di dekat Ahmad Yani sayap Riau kota Bandung,https://www.lamudi.co.id/rumah-belanda-clasik-di-dekat-ahmad-yani-sayap-riau-kota-bandung.html,Bandung,107.6190471,-6.906026,1182.0,10829103.214890016,0
57,HO5D834198C4A4CID,house,808030000,2.0,1.0,1.0,36.0,91.0,Rumah Bandung Timur di Ciwastra Gedebage Buahbatu Margacinta Bojongsoang murah,https://www.lamudi.co.id/rumah-bandung-timur-di-ciwastra-gedebage-buahbatu-165872338995.html,Bandung,107.66622240476,-6.9700507899545,127.0,6362440.94488189,2
58,HO633065BD265D3ID,house,580000000,3.0,1.0,0.0,45.0,70.0,GRIYA PERMATA HIJAU BANDUNG,https://www.lamudi.co.id/griya-permata-hijau-bandung-166411615798.html,Bandung,107.41083,-6.9975,115.0,5043478.260869565,2
59,HO6373453789765ID,house,300000000,3.0,3.0,1.0,121.0,123.0,RUMAH ASETKU – CILEUNYI (Rumah) KABUPATEN BANDUNG,https://www.lamudi.co.id/rumah-asetku-cileunyi-rumah-kabupaten-bandung-166849874321.html,Bandung,107.747672,-6.9314065,244.0,1229508.1967213114,2
60,HO6373681303CF3ID,house,320000000,2.0,1.0,0.0,40.0,60.0,RUMAH KPR DP 1 JT ALL IN DI GRAND PKJ RANCAMANYAR,https://www.lamudi.co.id/rumah-kpr-dp-cuman-1-juta-udh-all-in-perum-grand-p-166850766788.html,Bandung,107.60694,-7.18806,100.0,3200000.0,2
61,HO637066934B30AID,house,890000000,3.0,2.0,0.0,90.0,100.0,Rumah mewah 2lantai harga murah lokasi strategis bebas banjir,https://www.lamudi.co.id/rumah-minimalis-harga-ekonomis-166831067591.html,Bandung,107.64519,-6.98571,190.0,4684210.52631579,2
62,HO632C7F446D9EFID,house,6500000000,4.0,2.0,1.0,350.0,500.0,Jual rumah area jalan Asia Afrika,https://www.lamudi.co.id/jual-rumah-area-jalan-asia-afrika-166386054870.html,Bandung,107.623744,-6.92435,850.0,7647058.823529412,2
63,HO634F9B795BC30ID,house,130000000,2.0,1.0,1.0,30.0,42.0,NUSA PERMATA INDAH,https://www.lamudi.co.id/nusa-permata-indah-166616152992.html,Bandung,107.60556,-7.00056,72.0,1805555.5555555555,2
64,HO636DC6B5507E6ID,house,600000000,2.0,1.0,1.0,50.0,75.0,rumah minimalis modern Bandung selatan,https://www.lamudi.co.id/rumah-minimalis-modern-bandung-selatan-166813867780.html,Bandung,107.5477,-6.93382,125.0,4800000.0,2
65,CO631FEF06941E0ID,commercial-1,11500000000,0.0,0.0,0.0,800.0,1085.0,Dijual cepat gudang siap pakai lokasi strategis di Kopo Jaya,https://www.lamudi.co.id/dijual-cepat-gudang-siap-pakai-lokasi-strategis-di-166303719066.html,Bandung,106.904854,-6.653733,1885.0,6100795.755968169,1
66,HO63730B6806DF8ID,house,497000000,2.0,2.0,20.0,50.0,60.0,5 promo 497 perumahan baru 2 lantai di lembang cluster santorini lembang bandung,https://www.lamudi.co.id/5-promo-497-perumahan-baru-2-lantai-di-lembang-clu-166848394444.html,Bandung,107.61346,-6.81621,110.0,4518181.818181818,2
67,HO63760498DB5C7ID,house,650000000,2.0,1.0,0.0,90.0,143.0,JUAL CEPAT RUMAH CILEUNYI BANDUNG,https://www.lamudi.co.id/jual-cepat-rumah-cileunyi-bandung-16686788089.html,Bandung,107.74198398455,-6.9336155421128,233.0,2789699.5708154505,2
68,HO6375F669769B0ID,house,900000000,3.0,2.0,1.0,70.0,80.0,Super Murah Hunian Exclusive Fasilitas Premium Strategis Area Turangga,https://www.lamudi.co.id/super-murah-hunian-exclusive-fasilitas-premium-str-166867517763.html,Bandung,107.63496,-6.93167,150.0,6000000.0,2
69,LA6375E9F47A0D5ID,land,968000000,0.0,0.0,0.0,0.0,176.0,Resor Dago Pakar - dibawah harga pasaran,https://www.lamudi.co.id/resor-dago-pakar-dibawah-harga-pasaran-166867198883.html,Bandung,107.65291131246,-6.859945216912,176.0,5500000.0,2
70,HO5F36725168F4FID,house,2900000000,3.0,2.0,2.0,300.0,200.0,rumah lux siap huni di komplek perumahan singgasana pradana,https://www.lamudi.co.id/rumah-lux-siap-huni-di-komplek-perumahan-singgasana-pradana-1.html,Bandung,107.603277,-6.951883,500.0,5800000.0,2
71,LA6323D1920F789ID,land,240000000,0.0,0.0,0.0,0.0,160.0,Dijual Tanah Ciparay Bandung; Bisa Cicil 12kali,https://www.lamudi.co.id/dijual-tanah-ciparay-bandung-bisa-cicil-12kali-166329179454.html,Bandung,107.3325,-7.0349,160.0,1500000.0,2
72,CO5D6F95A53C62CID,commercial-1,22000000000,0.0,0.0,0.0,1000.0,490.0,gedung di jln lengkong,https://www.lamudi.co.id/gedung-di-jln-lengkong.html,Bandung,107.626978,-6.929357,1490.0,14765100.671140939,0
73,HO63560476EBF7DID,house,35000000000,8.0,4.0,20.0,440.0,6072.0,TownHouse asri dan nyaman siap huni di Ciumbuleuit Bandung Jawa Barat,https://www.lamudi.co.id/townhouse-asri-dan-nyaman-siap-huni-di-ciumbuleuit-166658162299.html,Bandung,107.61379,-6.85147,6512.0,5374692.874692875,3
74,HO6302EA3315882ID,house,2200000000,4.0,3.0,2.0,250.0,175.0,Rumah Mewah harga Wah,https://www.lamudi.co.id/rumah-mewah-harga-wah-166113541180.html,Bandung,107.5962237,-6.8623061,425.0,5176470.588235294,2
75,CO635A6A49D8325ID,commercial-1,1250000000,0.0,0.0,0.0,120.0,60.0,Dijual Ruko Taman Kopo Katapang,https://www.lamudi.co.id/dijual-ruko-taman-kopo-katapang-16668698335.html,Bandung,107.55177,-7.01236,180.0,6944444.444444444,2
76,HO62DA5161AAAE6ID,house,11000000000,7.0,7.0,16.0,806.0,971.0,Rumah Mewah dikawasan elite Kota Bandung,https://www.lamudi.co.id/rumah-mewah-dikawasan-elite-kota-bandung-165847484982.html,Bandung,107.58236815264,-6.8755359976074,1777.0,6190208.216094541,1
77,HO6310665CC34E4ID,house,280000000,2.0,1.0,1.0,36.0,60.0,"Bumi Cijati Asri, Cluster murah di lingkungan nyaman dan sejuk",https://www.lamudi.co.id/bumi-cijati-asri-cluster-murah-di-lingkungan-nyama-166201916438.html,Bandung,107.62778,-7.01167,96.0,2916666.6666666665,2
78,CO5D5FB74BAEB8CID,commercial-1,100000000000,0.0,0.0,0.0,2000.0,5000.0,Gudang Ujungberung,https://www.lamudi.co.id/gudang-ujungberung-1.html,Bandung,107.580433,-6.904741,7000.0,14285714.285714285,3
79,HO626678785B5C4ID,house,2600000000,3.0,5.0,1.0,170.0,121.0,Rumah minimalis cantik,https://www.lamudi.co.id/rumah-minimalis-cantik-21.html,Bandung,107.62448,-6.9458,291.0,8934707.90378007,2
80,CO62B509A743784ID,commercial-1,2900000000,0.0,0.0,0.0,200.0,159.0,Turun Harga RUKO 2lantai Area Ciateul Regol Dijual Cepat Bandung Kota,https://www.lamudi.co.id/turun-harga-ruko-2lantai-area-ciateul-regol-dijual-cepat-bandung-kota.html,Bandung,108.38886,-7.365351,359.0,8077994.428969359,2
81,HO62666896B5E25ID,house,800000000,2.0,1.0,1.0,80.0,110.0,Rumah Cantik Siap Huni Taman Cibaduyut Indah I Bandung,https://www.lamudi.co.id/rumah-cantik-siap-huni-taman-cibaduyut-indah-i-bandung.html,Bandung,107.593915,-6.950059,190.0,4210526.315789473,2
82,ID594CO63VQQINTRESID,commercial-1,15000000000,0.0,0.0,10.0,930.0,713.0,Gudang Terusan Buah batu Bandung,https://www.lamudi.co.id/gudang-terusan-buah-batu-bandung-1034036-11.html,Bandung,107.6191228,-6.9174639,1643.0,9129640.900791235,0
83,HO61E778BCDDA5DID,house,627000000,3.0,2.0,15.0,54.0,60.0,"Rumah 2 Lantai,  Bumi Pratama Asri di Bandung Timur",https://www.lamudi.co.id/rumah-2-lantai-bumi-pratama-asri-di-bandung-timur.html,Bandung,107.76857284668,-6.9020245062378,114.0,5500000.0,2
84,LA5F5F455529ECAID,land,161700000,0.0,0.0,0.0,0.0,66.0,Kavling di Bandung Selatan Casa De Soroja Murah 2jtan saja Murah,https://www.lamudi.co.id/kavling-di-bandung-selatan-casa-de-soroja-murah-2j-16593430269.html,Bandung,107.55444,-7.04246,66.0,2450000.0,2
85,HO624687278F046ID,house,2200000000,4.0,2.0,2.0,105.0,168.0,DIJUAL Rumah Sayap di Ciateul Bandung,https://www.lamudi.co.id/dijual-rumah-sayap-di-ciateul-bandung.html,Bandung,107.609038,-6.934445,273.0,8058608.058608059,2
86,HO633FA2B29C253ID,house,720000000,2.0,2.0,1.0,90.0,112.0,Rumah Murah Komplek Pharmindo Cijerah,https://www.lamudi.co.id/rumah-murah-komplek-pharmindo-cijerah-166511480211.html,Bandung,107.56478,-6.93101,202.0,3564356.4356435644,2
87,LA63627E3A29640ID,land,120000000,0.0,0.0,0.0,0.0,100.0,Jual Kavling Tanah 100jtan Area Wisata Ciwidey Terbaik Di Kelasnya,https://www.lamudi.co.id/jual-kavling-tanah-100jtan-area-wisata-ciwidey-ter-166739922696.html,Bandung,107.44069,-7.1124,100.0,1200000.0,2
88,CO5F521E64EB5E6ID,commercial-1,60000000000,0.0,0.0,0.0,2000.0,4000.0,Dijual/Sewa Gudang Produktif di Jl Soekarno Hatta Bandung,https://www.lamudi.co.id/dijual-sewa-gudang-produktif-di-jl-soekarno-hatta-bandung.html,Bandung,107.6489677,-6.9431017,6000.0,10000000.0,3
89,HO6184B6D436B1BID,house,712000000,2.0,2.0,0.0,50.0,66.0,Rumah  Islami  murah 2 lt  di Padasuka Bandung,https://www.lamudi.co.id/rumah-islami-murah-2-lt-di-padasuka-bandung.html,Bandung,107.623302,-6.907542,116.0,6137931.0344827585,2
90,HO604F727F9DA23ID,house,1231825000,3.0,3.0,0.0,65.0,136.0,Rumah mewah 2 lantai dekat kawasan pendidikan jatinangor Bandung timur,https://www.lamudi.co.id/rumah-mewah-2-lantai-dekat-kawasan-pendidikan-jatinangor-bandung-timur.html,Bandung,107.74097921711,-6.9412987006546,201.0,6128482.587064677,2
